Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
1659,20.07.2016,Bogen,BY,Volksverhetzung § 130 StGB,X
1660,20.07.2016,Kirtorf,HE,Volksverhetzung § 130 StGB,X
1661,20.07.2016,Hambergen,NI,Volksverhetzung § 130 StGB,X
1662,20.07.2016,Oldenburg (Oldenburg),NI,Volksverhetzung § 130 StGB,X
1663,20.07.2016,Köln,NW,Volksverhetzung § 130 StGB,X
1664,20.07.2016,Wuppertal,NW,Beleidigung § 185 StGB,X
1665,21.07.2016,Mahlow,BB,Volksverhetzung § 130 StGB,X
1666,21.07.2016,Berlin,BR,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1667,21.07.2016,Stühlingen,BW,Volksverhetzung § 130 StGB,X
1668,21.07.2016,Laufenburg (Baden),BW,Volksverhetzung § 130 StGB,X
1669,21.07.2016,Straubing,BY,Volksverhetzung § 130 StGB,X
1670,21.07.2016,Cuxhaven,NI,Volksverhetzung § 130 StGB,X
1671,22.07.2016,Berlin,BR,"Gefährliche Körperverletzung§ 224 StGB",X
1672,22.07.2016,Heilbronn,BW,Bedrohung § 241 StGB,X
1673,22.07.2016,Weil im Schönbuch,BW,Volksverhetzung § 130 StGB,X
1674,22.07.2016,Penzing,BY,Sachbeschädigung § 303 StGB,X
1675,22.07.2016,Ingolstadt,BY,Volksverhetzung § 130 StGB,X
1676,22.07.2016,Bad Wörishofen,BY,"Störung des öffentlichen Frie­dens durch Androhung vonStraftaten § 126 StGB",X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
1677,22.07.2016,Weihenzell,BY,Beleidigung § 185 StGB,X
1678,22.07.2016,Lehrte,NI,"Öffentliche Aufforderung zuStraftaten § 111 StGB",X
1679,22.07.2016,Bielefeld,NW,Volksverhetzung § 130 StGB,X
1680,22.07.2016,Leipzig,SN,Volksverhetzung § 130 StGB,X
1681,22.07.2016,Kamenz,SN,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1682,22.07.2016,Leipzig,SN,Volksverhetzung § 130 StGB,X
1683,23.07.2016,Frankfurt/Oder,BB,Körperverletzung § 223 StGB,X
1684,23.07.2016,Stühlingen,BW,Volksverhetzung § 130 StGB,X
1685,23.07.2016,München,BY,Volksverhetzung § 130 StGB,X
1686,23.07.2016,Regensburg,BY,Beleidigung § 185 StGB,X
1687,23.07.2016,München,BY,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1688,23.07.2016,Rotenburg an der Fulda,HE,Volksverhetzung § 130 StGB,X
1689,23.07.2016,Neubrandenburg,MV,Beleidigung § 185 StGB,X
1690,23.07.2016,Rösrath,NW,"Gefährliche Körperverletzung§ 224 StGB",X
1691,23.07.2016,Castrop­Rauxel,NW,Volksverhetzung § 130 StGB,X
1692,23.07.2016,Dresden,SN,Beleidigung § 185 StGB,X
1693,24.07.2016,Halle/Saale,ST,Körperverletzung § 223 StGB,X
1694,24.07.2016,Künzelsau,BW,Beleidigung § 185 StGB,X
1695,24.07.2016,Lohr am Main,BY,"Gefährliche Körperverletzung§ 224 StGB",X
1696,24.07.2016,Rostock,MV,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1697,24.07.2016,Dierhagen,MV,Bedrohung § 241 StGB,X
1698,24.07.2016,Nideggen,NW,Volksverhetzung § 130 StGB,X
1699,25.07.2016,Berlin,BR,Volksverhetzung § 130 StGB,X
1700,25.07.2016,Stuttgart,BW,"Gefährliche Körperverletzung§ 224 StGB",X
1701,25.07.2016,Schramberg,BW,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1702,25.07.2016,Rheinfelden (Baden),BW,Volksverhetzung § 130 StGB,X
1703,25.07.2016,Thyrnau,BY,Volksverhetzung § 130 StGB,X
1704,25.07.2016,Schwarzenbruck,BY,Bedrohung § 241 StGB,X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
1705,25.07.2016,München,BY,Sachbeschädigung § 303 StGB,X
1706,25.07.2016,Weilheim in Oberbayern,BY,Sachbeschädigung § 303 StGB,X
1707,25.07.2016,Dillenburg,HE,"Störung des öffentlichen Frie­dens durch Androhung vonStraftaten § 126 StGB",X
1708,25.07.2016,Hamburg,HH,Bedrohung § 241 StGB,
1709,25.07.2016,Schwerin,MV,Beleidigung § 185 StGB,X
1710,25.07.2016,Wismar,MV,Körperverletzung § 223 StGB,X
1711,25.07.2016,Hannover,NI,Volksverhetzung § 130 StGB,X
1712,25.07.2016,Bochum,NW,Körperverletzung § 223 StGB,X
1713,25.07.2016,Meerbusch,NW,Nötigung § 240 StGB,X
1714,25.07.2016,Düsseldorf,NW,Volksverhetzung § 130 StGB,X
1715,25.07.2016,Münster,NW,Volksverhetzung § 130 StGB,X
1716,25.07.2016,Bellheim,RP,Beleidigung § 185 StGB,X
1717,25.07.2016,Großsolt,SH,Volksverhetzung § 130 StGB,X
1718,25.07.2016,Leipzig,SN,"Anleitung zu Straftaten § 130aStGB",X
1719,25.07.2016,Wurzbach,TH,Volksverhetzung § 130 StGB,X
1720,25.07.2016,Rudolstadt,TH,Sachbeschädigung § 303 StGB,X
1721,26.07.2016,Berlin,BR,Sachbeschädigung § 303 StGB,X
1722,26.07.2016,Stutensee,BW,Volksverhetzung § 130 StGB,X
1723,26.07.2016,Dieterskirchen,BY,Volksverhetzung § 130 StGB,X
1724,26.07.2016,Osterode am Harz,NI,Volksverhetzung § 130 StGB,X
1725,26.07.2016,Wünnenberg,NW,"Öffentliche Aufforderung zuStraftaten § 111 StGB",X
1726,26.07.2016,Bellheim,RP,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1727,26.07.2016,Neukirch/Lausitz,SN,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1728,26.07.2016,Dresden,SN,"Öffentliche Aufforderung zuStraftaten § 111 StGB",X
1729,27.07.2016,Bernau bei Berlin,BB,"Gefährliche Körperverletzung§ 224 StGB",X
1730,27.07.2016,München,BY,"Üble Nachrede und Verleum­dung gegen Personen des politi­schen Lebens § 188 StGB",X
1731,27.07.2016,Rehau,BY,Volksverhetzung § 130 StGB,X
1732,27.07.2016,Peine,NI,Volksverhetzung § 130 StGB,X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
1733,27.07.2016,Lunden,SH,Beleidigung § 185 StGB,X
1734,28.07.2016,Ketzin,BB,"Störung des öffentlichen Frie­dens durch Androhung vonStraftaten § 126 StGB",X
1735,28.07.2016,Angermünde,BB,Volksverhetzung § 130 StGB,X
1736,28.07.2016,Rehau,BY,"Gemeinschädliche Sachbeschä­digung § 304 StGB",X
1737,28.07.2016,Kempten (Allgäu),BY,Volksverhetzung § 130 StGB,X
1738,28.07.2016,Sankt Wendel,SL,Körperverletzung § 223 StGB,X
1739,28.07.2016,Quierschied,SL,"Beschimpfung von Bekenntnis­sen, Religionsgesellschaften undWeltanschauungsvereinigungen§ 166 StGB",X
1740,28.07.2016,Gotha,TH,"Gefährliche Körperverletzung§ 224 StGB",X
1741,29.07.2016,Elsterwerda,BB,Volksverhetzung § 130 StGB,X
1742,29.07.2016,Berlin,BR,Versammlungsgesetz (VersG),X
1743,29.07.2016,Filderstadt,BW,Volksverhetzung § 130 StGB,X
1744,29.07.2016,Kempten (Allgäu),BY,Gewaltdarstellung § 131 StGB,X
1745,29.07.2016,Großaitingen,BY,Volksverhetzung § 130 StGB,X
1746,29.07.2016,Plattling,BY,Volksverhetzung § 130 StGB,X
1747,29.07.2016,Schwabmünchen,BY,Volksverhetzung § 130 StGB,X
1748,29.07.2016,Königswinter,NW,Volksverhetzung § 130 StGB,X
1749,29.07.2016,Solingen,NW,Volksverhetzung § 130 StGB,X
1750,29.07.2016,Laboe,SH,Volksverhetzung § 130 StGB,X
1751,29.07.2016,Nordhausen,TH,Nötigung § 240 StGB,X
1752,30.07.2016,Roitzsch,ST,Beleidigung § 185 StGB,X
1753,30.07.2016,Prenzlau,BB,"Gefährliche Körperverletzung§ 224 StGB",X
1754,30.07.2016,Berlin,BR,Versammlungsgesetz (VersG),
1755,30.07.2016,"Neufahrn in Niederbay­ern",BY,Sachbeschädigung § 303 StGB,X
1756,30.07.2016,Wiesbaden,HE,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1757,30.07.2016,Hamburg,HH,Bedrohung § 241 StGB,
1758,30.07.2016,Rostock,MV,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
1759,30.07.2016,Braunschweig,NI,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1760,30.07.2016,Leipzig,SN,"Störung des öffentlichen Frie­dens durch Androhung vonStraftaten § 126 StGB",X
1761,30.07.2016,Neukieritzsch,SN,Volksverhetzung § 130 StGB,X
1762,30.07.2016,Böhlen,SN,Volksverhetzung § 130 StGB,X
1763,30.07.2016,Borna,SN,Volksverhetzung § 130 StGB,X
1764,30.07.2016,Neukieritzsch,SN,Volksverhetzung § 130 StGB,X
1765,31.07.2016,Meyenburg,BB,"Gefährliche Körperverletzung§ 224 StGB",X
1766,31.07.2016,Karlsruhe,BW,Volksverhetzung § 130 StGB,X
1767,31.07.2016,Langelsheim,NI,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1768,31.07.2016,Laatzen,NI,"Gemeinschädliche Sachbeschä­digung § 304 StGB",X
1769,31.07.2016,Werther (Westfalen),NW,Volksverhetzung § 130 StGB,X
1770,31.07.2016,Chemnitz,SN,Sachbeschädigung § 303 StGB,X
1771,31.07.2016,Freital,SN,Beleidigung § 185 StGB,X
1772,01.08.2016,Berlin,BR,"Beschimpfung von Bekenntnis­sen, Religionsgesellschaften undWeltanschauungsvereinigungen§ 166 StGB",X
1773,01.08.2016,Alzenau in Unterfranken,BY,Sachbeschädigung § 303 StGB,X
1774,01.08.2016,Neustadt am Main,BY,"Gefährliche Körperverletzung§ 224 StGB",X
1775,01.08.2016,Schwerin,MV,"Störung des öffentlichen Frie­dens durch Androhung vonStraftaten § 126 StGB",X
1776,01.08.2016,Schwerin,MV,Beleidigung § 185 StGB,X
1777,01.08.2016,Schwerin,MV,"Gefährliche Körperverletzung§ 224 StGB",X
1778,01.08.2016,Braunschweig,NI,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1779,01.08.2016,Göttingen,NI,Volksverhetzung § 130 StGB,X
1780,01.08.2016,Dresden,SN,Sachbeschädigung § 303 StGB,X
1781,01.08.2016,Wasungen,TH,Beleidigung § 185 StGB,X
1782,02.08.2016,Schöneiche bei Berlin,BB,Körperverletzung § 223 StGB,X
1783,02.08.2016,Berlin,BR,Körperverletzung § 223 StGB,X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
1784,02.08.2016,Stuttgart,BW,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1785,02.08.2016,Emden,NI,"Gefährliche Körperverletzung§ 224 StGB",
1786,02.08.2016,Siegen,NW,Volksverhetzung § 130 StGB,X
1787,02.08.2016,Rhede,NW,"Gefährliche Körperverletzung§ 224 StGB",X
1788,02.08.2016,Dresden,SN,Körperverletzung § 223 StGB,X
1789,03.08.2016,Halle/Saale,ST,Körperverletzung § 223 StGB,X
1790,03.08.2016,Prenzlau,BB,Beleidigung § 185 StGB,X
1791,03.08.2016,Rheinfelden (Baden),BW,"Gefährliche Körperverletzung§ 224 StGB",X
1792,03.08.2016,München,BY,Sachbeschädigung § 303 StGB,X
1793,03.08.2016,Mönchengladbach,NW,Volksverhetzung § 130 StGB,X
1794,03.08.2016,Remscheid,NW,Volksverhetzung § 130 StGB,X
1795,03.08.2016,Kiel,SH,Sachbeschädigung § 303 StGB,X
1796,03.08.2016,Regis­Breitingen,SN,Volksverhetzung § 130 StGB,X
1797,03.08.2016,Freital,SN,Bedrohung § 241 StGB,X
1798,04.08.2016,Schwedt/Oder,BB,Volksverhetzung § 130 StGB,X
1799,05.08.2016,Stendal,ST,Körperverletzung § 223 StGB,X
1800,05.08.2016,Roitzsch,ST,Beleidigung § 185 StGB,X
1801,05.08.2016,Schwedt/Oder,BB,Körperverletzung § 223 StGB,X
1802,05.08.2016,Wiesbaden,HE,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1803,05.08.2016,Uelzen,NI,"Gefährliche Körperverletzung§ 224 StGB",X
1804,05.08.2016,Wuppertal,NW,Volksverhetzung § 130 StGB,X
1805,05.08.2016,Dresden,SN,Volksverhetzung § 130 StGB,X
1806,05.08.2016,Gotha,TH,"Gefährliche Körperverletzung§ 224 StGB",X
1807,06.08.2016,Wesel,NW,Beleidigung § 185 StGB,X
1808,06.08.2016,Kiel,SH,Körperverletzung § 223 StGB,X
1809,06.08.2016,Bautzen,SN,"Gefährliche Körperverletzung§ 224 StGB",X
1810,07.08.2016,Tangerhütte,ST,Körperverletzung § 223 StGB,X
1811,07.08.2016,Warthausen,BW,Volksverhetzung § 130 StGB,X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
1812,07.08.2016,Schwarzenbach am Wald,BY,"Störung des öffentlichen Frie­dens durch Androhung vonStraftaten § 126 StGB",X
1813,07.08.2016,Passau,BY,Volksverhetzung § 130 StGB,X
1814,07.08.2016,Hameln,NI,Volksverhetzung § 130 StGB,X
1815,07.08.2016,Eisenberg (Pfalz),RP,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1816,07.08.2016,Chemnitz,SN,Volksverhetzung § 130 StGB,
1817,07.08.2016,Chemnitz,SN,Volksverhetzung § 130 StGB,X
1818,08.08.2016,Oschersleben/Bode,ST,"Gefährliche Körperverletzung§ 224 StGB",X
1819,08.08.2016,Gröbzig,ST,Körperverletzung § 223 StGB,
1820,08.08.2016,Frankfurt/Oder,BB,Volksverhetzung § 130 StGB,X
1821,08.08.2016,Stuttgart,BW,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1822,08.08.2016,Hagenow,MV,Bedrohung § 241 StGB,X
1823,08.08.2016,Göttingen,NI,Körperverletzung § 223 StGB,X
1824,08.08.2016,Aachen,NW,"Gefährliche Körperverletzung§ 224 StGB",X
1825,08.08.2016,Meldorf,SH,Bedrohung § 241 StGB,X
1826,09.08.2016,Füssen,BY,Volksverhetzung § 130 StGB,X
1827,09.08.2016,Köln,NW,Volksverhetzung § 130 StGB,X
1828,10.08.2016,Neuruppin,BB,Beleidigung § 185 StGB,X
1829,10.08.2016,Bernhardswald,BY,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1830,10.08.2016,Rieden,BY,Volksverhetzung § 130 StGB,X
1831,10.08.2016,Stralsund,MV,"Gefährliche Körperverletzung§ 224 StGB",X
1832,10.08.2016,Buxtehude,NI,Volksverhetzung § 130 StGB,X
1833,10.08.2016,Chemnitz,SN,Beleidigung § 185 StGB,X
1834,10.08.2016,Pirna,SN,Volksverhetzung § 130 StGB,X
1835,11.08.2016,Tuttlingen,BW,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1836,11.08.2016,Leonberg,BW,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1837,11.08.2016,Hannover,NI,Volksverhetzung § 130 StGB,X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
1838,11.08.2016,Kölleda,TH,Körperverletzung § 223 StGB,X
1839,12.08.2016,Weißenfels,ST,Beleidigung § 185 StGB,X
1840,12.08.2016,Köthen/Anhalt,ST,Raub § 249 StGB,X
1841,12.08.2016,Tangermünde,ST,"Gefährliche Körperverletzung§ 224 StGB",X
1842,12.08.2016,Karstädt,BB,Körperverletzung § 223 StGB,X
1843,12.08.2016,Berlin,BR,Volksverhetzung § 130 StGB,X
1844,12.08.2016,Berlin,BR,Volksverhetzung § 130 StGB,X
1845,12.08.2016,Bremen,HB,Sachbeschädigung § 303 StGB,X
1846,12.08.2016,Mölln,SH,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1847,12.08.2016,Neukieritzsch,SN,"Gefährliche Körperverletzung§ 224 StGB",X
1848,12.08.2016,Meiningen,TH,Beleidigung § 185 StGB,X
1849,13.08.2016,Halle/Saale,ST,Körperverletzung § 223 StGB,X
1850,13.08.2016,Neuruppin,BB,Körperverletzung § 223 StGB,X
1851,13.08.2016,Berlin,BR,Volksverhetzung § 130 StGB,X
1852,13.08.2016,Bad Wörishofen,BY,"Störung des öffentlichen Frie­dens durch Androhung vonStraftaten § 126 StGB",X
1853,13.08.2016,Ronnenberg,NI,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1854,14.08.2016,Kehl,BW,Beleidigung § 185 StGB,X
1855,14.08.2016,Welzheim,BW,Volksverhetzung § 130 StGB,X
1856,14.08.2016,Warmensteinach,BY,Volksverhetzung § 130 StGB,X
1857,14.08.2016,Augsburg,BY,Volksverhetzung § 130 StGB,X
1858,14.08.2016,Bad Nenndorf,NI,Verleumdung § 187 StGB,X
1859,14.08.2016,Johanngeorgenstadt,SN,Volksverhetzung § 130 StGB,X
1860,14.08.2016,Freiberg,SN,"Störung des öffentlichen Frie­dens durch Androhung vonStraftaten § 126 StGB",X
1861,14.08.2016,Leipzig,SN,Körperverletzung § 223 StGB,X
1862,15.08.2016,Berlin,BR,"Gefährliche Körperverletzung§ 224 StGB",X
1863,15.08.2016,Schierling,BY,Sachbeschädigung § 303 StGB,X
1864,15.08.2016,Hamburg,HH,Amtsanmaßung § 132 StGB,X
1865,15.08.2016,Verden (Aller),NI,Volksverhetzung § 130 StGB,X
1866,15.08.2016,Diez,RP,Volksverhetzung § 130 StGB,X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
1867,15.08.2016,Arnstadt,TH,"Gefährliche Körperverletzung§ 224 StGB",X
1868,16.08.2016,Merseburg/Saale,ST,Beleidigung § 185 StGB,X
1869,16.08.2016,Merseburg/Saale,ST,Beleidigung § 185 StGB,X
1870,16.08.2016,Brandenburg/Havel,BB,Volksverhetzung § 130 StGB,X
1871,16.08.2016,Welzheim,BW,Volksverhetzung § 130 StGB,X
1872,16.08.2016,Ingolstadt,BY,Volksverhetzung § 130 StGB,X
1873,16.08.2016,Remscheid,NW,Sachbeschädigung § 303 StGB,X
1874,16.08.2016,Döbeln,SN,Sachbeschädigung § 303 StGB,X
1875,16.08.2016,Döbeln,SN,Sachbeschädigung § 303 StGB,X
1876,17.08.2016,Prenzlau,BB,Beleidigung § 185 StGB,X
1877,17.08.2016,Prenzlau,BB,"Gefährliche Körperverletzung§ 224 StGB",X
1878,17.08.2016,Rechberghausen,BW,Volksverhetzung § 130 StGB,X
1879,17.08.2016,Ulm,BW,Volksverhetzung § 130 StGB,X
1880,17.08.2016,Straubing,BY,Volksverhetzung § 130 StGB,X
1881,17.08.2016,Loitzendorf,BY,Volksverhetzung § 130 StGB,X
1882,17.08.2016,Ingolstadt,BY,Volksverhetzung § 130 StGB,X
1883,17.08.2016,Passau,BY,Volksverhetzung § 130 StGB,X
1884,18.08.2016,Herbertingen,BW,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1885,18.08.2016,Baden­Baden,BW,Volksverhetzung § 130 StGB,X
1886,19.08.2016,Tangerhütte,ST,"Gefährliche Körperverletzung§ 224 StGB",X
1887,19.08.2016,Tangerhütte,ST,"Gefährliche Körperverletzung§ 224 StGB",X
1888,19.08.2016,Wittenberg,ST,Beleidigung § 185 StGB,X
1889,19.08.2016,Berlin,BR,Sachbeschädigung § 303 StGB,X
1890,19.08.2016,Tübingen,BW,Volksverhetzung § 130 StGB,X
1891,19.08.2016,Passau,BY,Körperverletzung § 223 StGB,X
1892,19.08.2016,Torgau,SN,Körperverletzung § 223 StGB,X
1893,20.08.2016,"Buckow/MärkischeSchweiz",BB,Beleidigung § 185 StGB,X
1894,20.08.2016,Mannheim,BW,Bedrohung § 241 StGB,X
1895,20.08.2016,Mannheim,BW,Volksverhetzung § 130 StGB,X
1896,20.08.2016,Kempten (Allgäu),BY,Volksverhetzung § 130 StGB,X
1897,20.08.2016,Bocholt,NW,Volksverhetzung § 130 StGB,X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
1898,20.08.2016,Offenbach an der Queich,RP,"Störung des öffentlichen Frie­dens durch Androhung vonStraftaten § 126 StGB",
1899,20.08.2016,Dresden,SN,Körperverletzung § 223 StGB,X
1900,21.08.2016,Burg bei Magdeburg,ST,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1901,21.08.2016,Oranienburg,BB,Körperverletzung § 223 StGB,X
1902,21.08.2016,Vierkirchen,BY,Körperverletzung § 223 StGB,X
1903,21.08.2016,Cuxhaven,NI,Volksverhetzung § 130 StGB,X
1904,21.08.2016,Glückstadt,SH,Volksverhetzung § 130 StGB,X
1905,21.08.2016,Dresden,SN,"Besonders schwerer Fall desLandfriedensbruchs § 125a StGB",X
1906,21.08.2016,Dresden,SN,Körperverletzung § 223 StGB,X
1907,22.08.2016,Cottbus,BB,Nötigung § 240 StGB,X
1908,22.08.2016,Berlin,BR,Volksverhetzung § 130 StGB,X
1909,22.08.2016,Selb,BY,Volksverhetzung § 130 StGB,X
1910,22.08.2016,Vierkirchen,BY,Körperverletzung § 223 StGB,X
1911,22.08.2016,Munster,NI,Volksverhetzung § 130 StGB,X
1912,23.08.2016,Wittenberg,ST,"Räuberische Erpressung § 255StGB",X
1913,23.08.2016,Wittenberg,ST,Beleidigung § 185 StGB,X
1914,23.08.2016,Werneuchen,BB,"Gefährliche Körperverletzung§ 224 StGB",X
1915,23.08.2016,Königs Wusterhausen,BB,Körperverletzung § 223 StGB,X
1916,23.08.2016,Cottbus,BB,Sachbeschädigung § 303 StGB,X
1917,23.08.2016,Strausberg,BB,"Gefährliche Körperverletzung§ 224 StGB",
1918,23.08.2016,Berlin,BR,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1919,23.08.2016,Rostock,MV,Körperverletzung § 223 StGB,X
1920,23.08.2016,Pirmasens,RP,Körperverletzung § 223 StGB,X
1921,23.08.2016,Flensburg,SH,Sachbeschädigung § 303 StGB,X
1922,23.08.2016,Norderstedt,SH,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1923,23.08.2016,Nordhausen,TH,Beleidigung § 185 StGB,X
1924,24.08.2016,Villingen­Schwenningen,BW,Volksverhetzung § 130 StGB,X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
1925,24.08.2016,München,BY,"Öffentliche Aufforderung zuStraftaten § 111 StGB",X
1926,24.08.2016,Augsburg,BY,Volksverhetzung § 130 StGB,X
1927,24.08.2016,Schweinfurt,BY,Volksverhetzung § 130 StGB,X
1928,24.08.2016,Frankfurt am Main,HE,Volksverhetzung § 130 StGB,X
1929,24.08.2016,Einbeck,NI,"Öffentliche Aufforderung zuStraftaten § 111 StGB",X
1930,24.08.2016,Hoya,NI,"Öffentliche Aufforderung zuStraftaten § 111 StGB",X
1931,24.08.2016,Northeim,NI,Volksverhetzung § 130 StGB,X
1932,24.08.2016,Münster­Sarmsheim,RP,Volksverhetzung § 130 StGB,X
1933,24.08.2016,Ingelheim am Rhein,RP,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1934,25.08.2016,Regenstauf,BY,Volksverhetzung § 130 StGB,X
1935,25.08.2016,Ehringshausen,HE,Volksverhetzung § 130 StGB,X
1936,25.08.2016,Hamburg,HH,"Störung des öffentlichen Frie­dens durch Androhung vonStraftaten § 126 StGB",X
1937,27.08.2016,Zeitz,ST,Körperverletzung § 223 StGB,X
1938,27.08.2016,Neuruppin,BB,Körperverletzung § 223 StGB,X
1939,27.08.2016,"Oberhausen­Rheinhau­sen",BW,Volksverhetzung § 130 StGB,X
1940,27.08.2016,Schwerin,MV,"Gefährliche Körperverletzung§ 224 StGB",X
1941,27.08.2016,Chemnitz,SN,"Öffentliche Aufforderung zuStraftaten § 111 StGB",X
1942,28.08.2016,Berlin,BR,"Gefährliche Körperverletzung§ 224 StGB",X
1943,28.08.2016,Wielenbach,BY,Sachbeschädigung § 303 StGB,X
1944,28.08.2016,Marktoberdorf,BY,Volksverhetzung § 130 StGB,X
1945,28.08.2016,Hannover,NI,Beleidigung § 185 StGB,X
1946,28.08.2016,Wittingen,NI,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1947,28.08.2016,Dresden,SN,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
1948,29.08.2016,Oschersleben/Bode,ST,Volksverhetzung § 130 StGB,X
1949,29.08.2016,Oschersleben/Bode,ST,"Verwenden v. Kennzeichen ver­fassungswidriger Org. § 86aStGB",X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
1950,29.08.2016,Brandenburg/Havel,BB,Beleidigung § 185 StGB,X
1951,29.08.2016,Pliezhausen,BW,"Beschimpfung von Bekenntnis­sen, Religionsgesellschaften undWeltanschauungsvereinigungen§ 166 StGB",X
1952,29.08.2016,Demmin,MV,"Gefährliche Körperverletzung§ 224 StGB",X
1953,29.08.2016,Pattensen,NI,Beleidigung § 185 StGB,X
1954,29.08.2016,Aachen,NW,Beleidigung § 185 StGB,
1955,29.08.2016,Zittau,SN,Sachbeschädigung § 303 StGB,
1956,30.08.2016,Glöwen,BB,Bedrohung § 241 StGB,
1957,30.08.2016,Bammental,BW,Bedrohung § 241 StGB,X
1958,30.08.2016,Kempten (Allgäu),BY,Bedrohung § 241 StGB,X
1959,30.08.2016,Rosdorf,NI,Volksverhetzung § 130 StGB,X
1960,30.08.2016,Kiel,SH,Beleidigung § 185 StGB,X
1961,30.08.2016,Kiel,SH,"Öffentliche Aufforderung zuStraftaten § 111 StGB",X
1962,30.08.2016,Wurzen,SN,Beleidigung § 185 StGB,X
1963,30.08.2016,Freital,SN,Bedrohung § 241 StGB,X
1964,31.08.2016,Cottbus,BB,Beleidigung § 185 StGB,X
1965,31.08.2016,Berlin,BR,Volksverhetzung § 130 StGB,X
1966,31.08.2016,München,BY,Körperverletzung § 223 StGB,X
1967,31.08.2016,Stralsund,MV,Körperverletzung § 223 StGB,X
1968,31.08.2016,Gadebusch,MV,"Gefährliche Körperverletzung§ 224 StGB",X
1969,31.08.2016,Malente,SH,Volksverhetzung § 130 StGB,X
1970,31.08.2016,Pegau,SN,Beleidigung § 185 StGB,X
1971,31.08.2016,Weimar,TH,Volksverhetzung § 130 StGB,X
1972,01.09.2016,Angermünde,BB,Körperverletzung § 223 StGB,X
1973,01.09.2016,Weilheim in Oberbayern,BY,Sachbeschädigung § 303 StGB,X
1974,01.09.2016,Flensburg,SH,Volksverhetzung § 130 StGB,X
1975,01.09.2016,Zwickau,SN,Volksverhetzung § 130 StGB,X
1976,02.09.2016,Wolmirstedt,ST,Körperverletzung § 223 StGB,X
1977,02.09.2016,Potsdam,BB,"Gefährliche Körperverletzung§ 224 StGB",X
1978,02.09.2016,Kronach,BY,"Gemeinschädliche Sachbeschä­digung § 304 StGB",X
1979,02.09.2016,Remscheid,NW,Volksverhetzung § 130 StGB,X
1980,03.09.2016,Bad Freienwalde,BB,Körperverletzung § 223 StGB,X
Nr.,Datum,Ort,Land,Deliktsart,"PMK­rechts"
1981,03.09.2016,Cottbus,BB,Volksverhetzung § 130 StGB,X
1982,03.09.2016,Berlin,BR,Sachbeschädigung § 303 StGB,X
1983,03.09.2016,Karlsruhe,BW,Volksverhetzung § 130 StGB,X
1984,03.09.2016,Marktoberdorf,BY,Volksverhetzung § 130 StGB,
